InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
536022,84029E,RED WOOLLY HOTTIE WHITE HEART,3,2011-04-29 08:14:00,3.35,12464,United Kingdom
536029,84406B,CREAM CUPID HEARTS COAT HANGER,10,2011-10-17 17:42:00,2.68,12117,United Kingdom
536030,22632,HAND WARMER RED POLKA DOT,2,2011-02-11 09:03:00,1.83,12295,United Kingdom
536030,21730,GLASS STAR FROSTED T-LIGHT HOLDER,6,2011-11-24 14:17:00,4.31,12082,United Kingdom
536030,22386,JUMBO BAG PINK POLKADOT,2,2011-10-06 12:01:00,2.1,12021,Italy
536031,22632,HAND WARMER RED POLKA DOT,8,2011-09-22 08:48:00,1.87,12452,Spain
536023,71053,WHITE METAL LANTERN,5,2011-10-22 15:05:00,3.4,12328,United Kingdom
536031,22386,JUMBO BAG PINK POLKADOT,3,2011-06-29 19:31:00,2.09,12037,United Kingdom
536032,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,12,2011-01-29 20:25:00,3.58,12001,United Kingdom
536024,22633,HAND WARMER UNION JACK,4,2010-12-28 11:33:00,1.94,12452,France
536049,71053,WHITE METAL LANTERN,8,2011-04-27 15:56:00,3.27,12245,France
536099,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,3,2011-09-09 14:05:00,3.59,12116,United Kingdom
536050,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2011-08-13 19:18:00,2.51,12494,Italy
536050,84406B,CREAM CUPID HEARTS COAT HANGER,6,2011-06-15 11:58:00,2.88,12139,Netherlands
536025,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,3,2011-05-24 20:32:00,3.22,12305,Germany
536025,22633,HAND WARMER UNION JACK,5,2011-02-15 15:34:00,1.84,12386,United Kingdom
536052,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,4,2011-11-23 11:36:00,3.6,12420,United Kingdom
536026,22086,PAPER CHAIN KIT 50'S CHRISTMAS,10,2011-06-16 18:50:00,2.75,12507,Portugal
536035,71053,WHITE METAL LANTERN,6,2011-01-21 15:06:00,3.42,12147,United Kingdom
536053,22632,HAND WARMER RED POLKA DOT,36,2011-01-08 15:50:00,1.84,12407,United Kingdom
536027,22114,HOT WATER BOTTLE TEA AND SYMPATHY,12,2011-05-12 18:45:00,3.5,12036,United Kingdom
536036,84406B,CREAM CUPID HEARTS COAT HANGER,5,2011-03-27 19:05:00,2.65,12102,United Kingdom
536110,22086,PAPER CHAIN KIT 50'S CHRISTMAS,1,2010-12-24 13:50:00,2.54,12441,United Kingdom
536055,22633,HAND WARMER UNION JACK,6,2011-02-26 10:05:00,1.85,12246,United Kingdom
536056,22633,HAND WARMER UNION JACK,5,2011-07-25 18:16:00,1.92,12476,Spain
536056,22086,PAPER CHAIN KIT 50'S CHRISTMAS,48,2011-01-07 15:22:00,2.52,12434,United Kingdom
536038,22752,SET 7 BABUSHKA NESTING BOXES,5,2011-03-12 14:54:00,7.5,12367,United Kingdom
536038,22961,JAM MAKING SET PRINTED,3,2010-12-12 18:25:00,1.48,12050,Spain
536038,22086,PAPER CHAIN KIT 50'S CHRISTMAS,4,2011-03-28 17:51:00,2.63,12256,United Kingdom
536058,22086,PAPER CHAIN KIT 50'S CHRISTMAS,6,2011-10-18 09:57:00,2.44,12451,United Kingdom
536059,84029E,RED WOOLLY HOTTIE WHITE HEART,8,2011-01-16 12:20:00,3.3,12135,Germany
536039,22386,JUMBO BAG PINK POLKADOT,3,2011-08-29 16:58:00,1.89,12493,Portugal
536040,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,2,2011-01-28 15:04:00,3.65,12406,Portugal
536040,22114,HOT WATER BOTTLE TEA AND SYMPATHY,1,2011-01-16 20:25:00,3.52,12465,United Kingdom
536040,21258,VICTORIAN SEWING BOX LARGE,6,2011-09-26 14:52:00,10.93,12239,United Kingdom
536041,22632,HAND WARMER RED POLKA DOT,1,2011-10-09 11:41:00,1.96,12309,United Kingdom
536124,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,2010-12-20 12:31:00,2.5,12138,United Kingdom
536031,84029E,RED WOOLLY HOTTIE WHITE HEART,2,2011-09-27 19:46:00,3.4,12101,Germany
536042,22632,HAND WARMER RED POLKA DOT,3,2010-12-17 19:23:00,1.86,12241,Netherlands
536042,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,2011-09-05 18:22:00,2.51,12125,Norway
536128,22114,HOT WATER BOTTLE TEA AND SYMPATHY,6,2011-11-05 11:41:00,3.71,12051,Germany
536064,84406B,CREAM CUPID HEARTS COAT HANGER,10,2011-09-16 11:04:00,2.81,12221,Germany
536065,84406B,CREAM CUPID HEARTS COAT HANGER,12,2011-10-02 08:17:00,2.66,12133,United Kingdom
536131,22114,HOT WATER BOTTLE TEA AND SYMPATHY,1,2011-11-04 08:08:00,3.63,12243,United Kingdom
536044,85123A,WHITE HANGING HEART T-LIGHT HOLDER,5,2010-12-27 10:47:00,2.46,12065,United Kingdom
536133,21258,VICTORIAN SEWING BOX LARGE,24,2011-07-20 16:14:00,10.46,12533,United Kingdom
536134,22632,HAND WARMER RED POLKA DOT,5,2011-01-01 15:54:00,1.92,12502,France
536135,22752,SET 7 BABUSHKA NESTING BOXES,1,2011-05-14 17:09:00,7.54,12332,United Kingdom
536045,22632,HAND WARMER RED POLKA DOT,5,2011-07-21 16:38:00,1.95,12117,Netherlands
536068,22632,HAND WARMER RED POLKA DOT,3,2011-07-09 15:56:00,1.84,12464,United Kingdom
536046,22086,PAPER CHAIN KIT 50'S CHRISTMAS,3,2011-07-07 13:42:00,2.74,12485,United Kingdom
536139,22114,HOT WATER BOTTLE TEA AND SYMPATHY,8,2011-07-10 09:47:00,3.64,12061,United Kingdom
536046,22633,HAND WARMER UNION JACK,4,2011-11-09 09:26:00,1.92,12433,Netherlands
536047,22086,PAPER CHAIN KIT 50'S CHRISTMAS,2,2011-10-04 12:22:00,2.59,12158,United Kingdom
536142,84406B,CREAM CUPID HEARTS COAT HANGER,2,2011-05-29 16:23:00,2.71,12231,Germany
536143,22114,HOT WATER BOTTLE TEA AND SYMPATHY,8,2011-10-08 18:53:00,3.29,12279,France
536048,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,12,2011-05-29 08:11:00,3.47,12410,United Kingdom
536145,22086,PAPER CHAIN KIT 50'S CHRISTMAS,3,2011-01-16 19:33:00,2.56,12349,United Kingdom
536048,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,12,2011-09-17 17:05:00,3.29,12050,United Kingdom
536036,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,5,2011-08-06 17:28:00,3.32,12524,United Kingdom
536049,22752,SET 7 BABUSHKA NESTING BOXES,5,2011-11-13 18:37:00,7.93,12046,United Kingdom
536149,22961,JAM MAKING SET PRINTED,24,2010-12-04 11:19:00,1.52,12261,United Kingdom
536037,71053,WHITE METAL LANTERN,4,2011-07-09 10:08:00,3.53,12512,United Kingdom
536050,22632,HAND WARMER RED POLKA DOT,8,2011-01-06 14:55:00,1.86,12470,Belgium
536038,22386,JUMBO BAG PINK POLKADOT,6,2011-09-20 14:45:00,1.93,12414,United Kingdom
536038,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,5,2011-11-19 13:05:00,3.27,12446,United Kingdom
536038,22633,HAND WARMER UNION JACK,3,2011-05-08 19:21:00,1.94,12078,United Kingdom
536077,85123A,WHITE HANGING HEART T-LIGHT HOLDER,24,2011-05-28 13:46:00,2.64,12151,United Kingdom
536078,71053,WHITE METAL LANTERN,8,2011-02-27 17:09:00,3.51,12181,Norway
536039,22632,HAND WARMER RED POLKA DOT,5,2011-09-15 20:37:00,1.98,12330,Netherlands
536079,22632,HAND WARMER RED POLKA DOT,5,2011-07-14 09:30:00,1.83,12281,United Kingdom
536159,84029E,RED WOOLLY HOTTIE WHITE HEART,1,2011-05-08 15:28:00,3.38,12293,United Kingdom
536160,22386,JUMBO BAG PINK POLKADOT,4,2011-10-11 17:32:00,2.0,12042,United Kingdom
536080,22114,HOT WATER BOTTLE TEA AND SYMPATHY,6,2011-05-14 17:30:00,3.71,12461,United Kingdom
536054,22386,JUMBO BAG PINK POLKADOT,6,2011-12-01 09:32:00,1.86,12448,Italy
536081,22633,HAND WARMER UNION JACK,3,2011-06-05 13:58:00,1.86,12346,United Kingdom
536054,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2011-01-03 13:06:00,2.55,12258,France
536082,22632,HAND WARMER RED POLKA DOT,6,2011-05-20 09:37:00,1.98,12317,Portugal
536041,22086,PAPER CHAIN KIT 50'S CHRISTMAS,24,2011-02-05 17:45:00,2.53,12385,United Kingdom
536083,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,24,2011-11-09 19:53:00,3.66,12539,United Kingdom
536056,22632,HAND WARMER RED POLKA DOT,2,2010-12-10 13:19:00,1.81,12497,United Kingdom
536084,22961,JAM MAKING SET PRINTED,10,2011-01-09 12:54:00,1.47,12539,United Kingdom
536085,84029E,RED WOOLLY HOTTIE WHITE HEART,2,2011-10-02 14:09:00,3.59,12169,France
536057,85123A,WHITE HANGING HEART T-LIGHT HOLDER,36,2011-11-12 19:15:00,2.62,12459,United Kingdom
536043,84406B,CREAM CUPID HEARTS COAT HANGER,24,2011-03-10 13:43:00,2.96,12472,France
536043,21258,VICTORIAN SEWING BOX LARGE,6,2011-02-21 11:51:00,11.65,12053,United Kingdom
536174,22386,JUMBO BAG PINK POLKADOT,2,2011-11-30 16:54:00,1.87,12164,United Kingdom
536087,22386,JUMBO BAG PINK POLKADOT,3,2011-07-12 09:58:00,1.97,12357,Belgium
536044,22752,SET 7 BABUSHKA NESTING BOXES,4,2011-08-15 13:15:00,7.35,12229,United Kingdom
536059,85099C,JUMBO BAG BAROQUE BLACK WHITE,3,2011-02-13 10:02:00,2.06,12142,France
536178,21730,GLASS STAR FROSTED T-LIGHT HOLDER,3,2011-01-10 08:16:00,4.12,12540,United Kingdom
536089,21258,VICTORIAN SEWING BOX LARGE,3,2011-05-04 09:03:00,11.31,12468,United Kingdom
536045,22114,HOT WATER BOTTLE TEA AND SYMPATHY,6,2011-10-02 16:01:00,3.54,12147,United Kingdom
536060,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,2011-04-03 17:26:00,2.64,12536,Portugal
536182,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2011-06-18 15:02:00,2.75,12259,France
536183,84029E,RED WOOLLY HOTTIE WHITE HEART,6,2011-05-26 11:46:00,3.27,12340,United Kingdom
536061,84029E,RED WOOLLY HOTTIE WHITE HEART,10,2011-10-26 10:53:00,3.43,12490,United Kingdom
536185,22114,HOT WATER BOTTLE TEA AND SYMPATHY,3,2011-07-23 08:18:00,3.63,12042,United Kingdom
536046,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,1,2011-09-05 15:16:00,3.51,12292,United Kingdom
536062,21258,VICTORIAN SEWING BOX LARGE,4,2011-04-19 09:51:00,11.67,12450,Spain
536094,84029E,RED WOOLLY HOTTIE WHITE HEART,4,2011-08-12 19:31:00,3.57,12273,Germany
536189,22086,PAPER CHAIN KIT 50'S CHRISTMAS,2,2011-07-09 17:52:00,2.52,12105,United Kingdom
536063,22632,HAND WARMER RED POLKA DOT,5,2011-07-17 17:45:00,1.92,12359,United Kingdom
536063,22086,PAPER CHAIN KIT 50'S CHRISTMAS,6,2011-10-11 14:17:00,2.68,12058,United Kingdom
536064,22632,HAND WARMER RED POLKA DOT,8,2011-08-20 20:47:00,1.99,12146,Germany
536048,22086,PAPER CHAIN KIT 50'S CHRISTMAS,3,2010-12-18 10:04:00,2.64,12370,United Kingdom
536097,22633,HAND WARMER UNION JACK,4,2011-11-13 15:23:00,1.94,12140,United Kingdom
536065,84029E,RED WOOLLY HOTTIE WHITE HEART,8,2011-04-07 09:01:00,3.44,12396,Spain
536065,85123A,WHITE HANGING HEART T-LIGHT HOLDER,48,2011-11-26 15:13:00,2.52,12502,United Kingdom
536197,71053,WHITE METAL LANTERN,8,2011-07-20 10:57:00,3.66,12327,United Kingdom
536066,22086,PAPER CHAIN KIT 50'S CHRISTMAS,8,2011-05-03 10:45:00,2.65,12178,Germany
536199,21730,GLASS STAR FROSTED T-LIGHT HOLDER,3,2011-03-13 20:08:00,4.31,12369,United Kingdom
536100,84029E,RED WOOLLY HOTTIE WHITE HEART,4,2011-10-10 09:04:00,3.66,12490,United Kingdom
536201,21258,VICTORIAN SEWING BOX LARGE,1,2011-02-03 13:41:00,11.07,12529,United Kingdom
536101,22386,JUMBO BAG PINK POLKADOT,12,2011-02-05 14:32:00,1.87,12127,United Kingdom
536101,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,4,2011-05-15 19:14:00,3.64,12290,Germany
536068,84406B,CREAM CUPID HEARTS COAT HANGER,6,2011-02-03 18:19:00,2.65,12172,United Kingdom
536102,22633,HAND WARMER UNION JACK,12,2011-11-03 17:46:00,1.84,12042,Germany
536206,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,2011-10-25 20:36:00,2.49,12426,United Kingdom
536069,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,2011-10-25 12:30:00,2.69,12415,United Kingdom
536208,85123A,WHITE HANGING HEART T-LIGHT HOLDER,5,2011-02-19 15:26:00,2.49,12147,United Kingdom
536069,22086,PAPER CHAIN KIT 50'S CHRISTMAS,4,2011-06-23 10:48:00,2.61,12326,United Kingdom
536052,71053,WHITE METAL LANTERN,1,2011-04-06 10:06:00,3.64,12428,United Kingdom
536105,22386,JUMBO BAG PINK POLKADOT,4,2011-05-17 17:46:00,2.05,12510,Italy
536070,21730,GLASS STAR FROSTED T-LIGHT HOLDER,24,2011-08-12 08:05:00,4.32,12246,United Kingdom
536213,84029E,RED WOOLLY HOTTIE WHITE HEART,12,2011-04-24 15:38:00,3.51,12481,United Kingdom
536214,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,2011-07-09 10:56:00,2.54,12412,United Kingdom
536107,84029E,RED WOOLLY HOTTIE WHITE HEART,1,2011-06-04 16:18:00,3.44,12286,Germany
536216,22632,HAND WARMER RED POLKA DOT,4,2011-02-04 09:25:00,1.99,12374,France
536054,71053,WHITE METAL LANTERN,1,2011-08-14 08:02:00,3.53,12485,United Kingdom
536109,71053,WHITE METAL LANTERN,2,2011-05-17 17:20:00,3.66,12306,United Kingdom
536054,21730,GLASS STAR FROSTED T-LIGHT HOLDER,5,2011-11-28 17:19:00,4.05,12339,United Kingdom
536073,22961,JAM MAKING SET PRINTED,6,2011-11-18 18:01:00,1.43,12233,France
536110,22633,HAND WARMER UNION JACK,6,2011-08-26 18:46:00,1.96,12151,Germany
536222,84406B,CREAM CUPID HEARTS COAT HANGER,4,2011-03-08 08:28:00,2.67,12208,United Kingdom
536055,21258,VICTORIAN SEWING BOX LARGE,6,2011-01-01 19:08:00,11.2,12489,United Kingdom
536112,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,6,2011-07-24 16:21:00,3.52,12270,United Kingdom
536112,71053,WHITE METAL LANTERN,3,2011-04-22 16:19:00,3.65,12304,France
536056,22086,PAPER CHAIN KIT 50'S CHRISTMAS,6,2011-05-12 15:22:00,2.73,12280,United Kingdom
536056,22633,HAND WARMER UNION JACK,10,2011-06-21 13:49:00,1.83,12294,Norway
536057,85123A,WHITE HANGING HEART T-LIGHT HOLDER,5,2011-11-01 12:47:00,2.49,12277,Belgium
536114,22086,PAPER CHAIN KIT 50'S CHRISTMAS,6,2011-01-25 17:47:00,2.5,12543,United Kingdom
536230,84406B,CREAM CUPID HEARTS COAT HANGER,5,2011-06-30 13:45:00,2.86,12140,United Kingdom
536115,22633,HAND WARMER UNION JACK,12,2011-06-27 18:59:00,1.87,12204,France
536077,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,10,2011-10-27 08:58:00,3.51,12237,United Kingdom
536233,22086,PAPER CHAIN KIT 50'S CHRISTMAS,10,2011-02-28 14:56:00,2.73,12037,Italy
536058,84029E,RED WOOLLY HOTTIE WHITE HEART,24,2011-03-06 19:55:00,3.61,12009,United Kingdom
536078,22632,HAND WARMER RED POLKA DOT,6,2011-04-25 15:41:00,1.88,12137,Netherlands
536118,21730,GLASS STAR FROSTED T-LIGHT HOLDER,8,2011-01-27 13:10:00,4.4,12190,United Kingdom
536079,84029E,RED WOOLLY HOTTIE WHITE HEART,2,2011-09-17 18:48:00,3.49,12415,Germany
536238,22633,HAND WARMER UNION JACK,2,2011-06-24 18:06:00,1.79,12331,Belgium
536059,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,2011-03-31 15:48:00,2.53,12011,United Kingdom
536120,84029E,RED WOOLLY HOTTIE WHITE HEART,5,2011-01-01 18:07:00,3.29,12514,Belgium
536080,22386,JUMBO BAG PINK POLKADOT,12,2011-11-19 09:40:00,1.93,12226,United Kingdom
536121,71053,WHITE METAL LANTERN,4,2011-07-21 19:38:00,3.53,12482,France
536121,22114,HOT WATER BOTTLE TEA AND SYMPATHY,6,2011-04-06 18:48:00,3.63,12538,United Kingdom
536244,22086,PAPER CHAIN KIT 50'S CHRISTMAS,10,2011-09-15 09:03:00,2.72,12207,United Kingdom
536081,71053,WHITE METAL LANTERN,8,2011-08-24 15:07:00,3.54,12500,United Kingdom
536246,22633,HAND WARMER UNION JACK,5,2011-07-21 10:32:00,1.89,12473,United Kingdom
536247,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,1,2011-06-21 12:52:00,3.32,12074,United Kingdom
536248,84029E,RED WOOLLY HOTTIE WHITE HEART,12,2011-09-04 08:59:00,3.66,12483,United Kingdom
536124,84029E,RED WOOLLY HOTTIE WHITE HEART,36,2011-10-25 19:41:00,3.39,12391,United Kingdom
536062,22386,JUMBO BAG PINK POLKADOT,36,2011-06-11 09:43:00,2.07,12136,United Kingdom
536125,84029E,RED WOOLLY HOTTIE WHITE HEART,2,2011-09-02 14:33:00,3.65,12003,France
536063,22961,JAM MAKING SET PRINTED,5,2011-11-10 19:34:00,1.45,12235,United Kingdom
